398eceaa-4ca3-4bc0-816e-0e38b4f41bd0,The Anvaya Beach Resort Bali,4.45,5022000.0,Badung
a7b70be4-53eb-440b-a9a8-85c78897567a,The Apurva Kempinski Bali,4.45,14520640.0,Badung
b5f1d311-0e3a-48e3-9c65-d1870e5e9b50,The Sakala Resort Bali - All Suites,4.25,2400000.0,Badung
d7b98544-0aac-4ab2-9390-cc29d5436bd0,Discovery Kartika Plaza Bali,4.3,1733333.0,Badung
64842a56-3b49-4338-ab38-93ea50286454,Hilton Bali Resort,4.35,3872000.0,Badung
f738d906-b212-4a9a-a307-7de73920e9f4,The ONE Legian,4.25,1440000.0,Badung
79bd17a5-4353-45c3-b5a4-5d5d40502a01,Prama Sanur Beach Bali,4.25,2268000.0,Denpasar
53e3e58b-e614-4ccf-a2e1-ba49b8f3c0cb,Ramada Encore by Wyndham Bali Seminyak,4.3,1642500.0,Badung
3adefed6-7933-430a-a1d9-b0b6a3b6d62e,ASTON Kuta Hotel & Residence,4.3,1989000.0,Badung
6b7fb133-6db0-4b2e-95f7-a9b5fc9d610c,Merusaka Nusa Dua,4.45,3199500.0,Badung
33db73af-f32e-4d04-a321-72e5b6bead59,Kanishka Villas,4.1,1435745.0,Badung
51d8b6c5-587a-4b10-b8a4-29957e6c4485,Kanvaz Village Resort Seminyak,4.45,3211884.0,Badung
26f4e752-20ef-486a-912c-75c425021d67,RIMBA by AYANA Bali,4.5,3908300.0,Badung
517b6f6a-4136-4f1b-b655-ec32338a3cd3,Grand Inna Kuta,4.25,1920000.0,Badung
a3841edd-ca7d-4234-91ee-299882c7c49b,Conrad Bali,4.35,4154334.0,Badung
396acca8-bf85-4e79-a20e-b24eb143a891,Grand Hyatt Bali,4.25,3325031.0,Badung
a64f6b3e-d81b-495c-93ee-a818409d360a,Horison Seminyak,4.2,2000000.0,Badung
9f76692f-a676-4bf9-8d28-8fe6b83e7e73,Aryaduta Bali,4.35,1380000.0,Badung
eee2c19b-e53b-4d9c-bddd-817ef39272b1,Swiss Belhotel Tuban,4.3,990667.0,Badung
ac0accc2-cf77-495a-9faf-df7f5cb88f4b,Hotel Dafam Savvoya Seminyak,4.2,1099156.0,Badung
6ffda4b2-b2dc-44d4-9b2c-adae61c06cdd,Four Star by Trans Hotel,4.2,760000.0,Denpasar
810a41a4-1d18-4121-a150-d151443e8675,Bali Dynasty Resort,4.3,2097144.0,Badung
2cce17f8-aff5-45b7-917a-1e4f97ca8af4,Wyndham Garden Kuta Beach Bali,4.05,1032000.0,Badung
78dad64e-f11a-46cf-83dd-07100f2e3749,Sheraton Bali Kuta Resort,4.4,3468667.0,Badung
ed07c959-27f4-49a5-8d10-04c927c41c0b,Tribe Bali Kuta Beach,4.55,1637857.0,Badung
d6bf2373-3b17-44b1-9f02-53cdb89f752b,Kaisa Villas Seminyak,4.4,2450000.0,Badung
bd8bd275-fdc5-4313-b4ad-a3bded718b4f,Novotel Bali Nusa Dua - Hotel & Residences,4.25,1902120.0,Badung
